GeneID	classification
AT2G24180	Long Up
AT2G29630	Long Up
AT2G32220	Short Down–Long Up
AT2G32640	Long Up
AT2G34450	Long Up
AT2G35370	Long Up
AT2G35605	Long Up
AT2G36835	Short Down–Long Up
AT2G44310	Long Up
AT2G44640	Long Up
AT2G45030	Long Up
AT2G45240	Long Up
AT3G06125	Short Down–Long Up
AT3G06920	Long Up
AT3G08770	Short Down–Long Up
AT3G12520	Long Up
AT3G14395	Short Down–Long Up
AT3G15080	Long Up
AT3G15460	Long Up
AT3G18680	Long Up
AT3G18760	Long Up
AT3G20010	Long Up
AT3G21540	Short Down–Long Up
AT3G22300	Long Up
AT3G22850	Long Up
AT3G26540	Short Down–Long Up
AT3G28900	Short Down–Long Up
AT3G29590	Long Up
AT3G44590	Short Down–Long Up
AT3G47430	Short Down–Long Up
AT3G48800	Long Up
AT3G52140	Long Up
AT3G52950	Long Up
AT3G55510	Long Up
AT3G56430	Long Up
AT3G57660	Short Down–Long Up
AT3G58830	Long Up
AT3G59650	Long Up
AT3G62530	Short Down–Long Up
AT4G00630	Long Up
AT4G09970	Short Down–Long Up
AT4G13710	Short Down–Long Up
AT4G13850	Long Up
AT4G17370	Long Up
AT4G17610	Long Up
AT4G19450	Long Up
AT4G20010	Long Up
AT4G21880	Short Down–Long Up
AT4G22990	Long Up
AT4G23620	Long Up
AT4G23670	Short Down–Long Up
AT4G23760	Long Up
AT4G24175	Long Up
AT4G27490	Short Down–Long Up
AT4G29510	Short Down–Long Up
AT4G30990	Short Down–Long Up
AT4G31700	Short Down–Long Up
AT4G34910	Long Up
AT4G38440	Long Up
AT4G39470	Short Down–Long Up
AT5G04885	Long Up
AT5G06360	Long Up
AT5G07900	Short Down–Long Up
AT5G08180	Short Down–Long Up
AT5G17990	Long Up
AT5G18790	Long Up
AT5G20160	Long Up
AT5G22440	Short Down–Long Up
AT5G22650	Long Up
AT5G23920	Short Down–Long Up
AT5G27330	Short Down–Long Up
AT5G35530	Long Up
AT5G39840	Short Down–Long Up
AT5G41970	Long Up
AT5G44230	Long Up
AT5G48960	Long Up
AT5G51130	Long Up
AT5G53920	Long Up
AT5G56520	Long Up
AT5G62130	Long Up
AT5G62440	Short Down–Long Up
AT5G63420	Long Up
AT5G64150	Short Down–Long Up
AT5G64650	Long Up
AT5G65900	Long Up
AT5G66090	Long Up
AT1G07070	Short Down–Long Up
AT1G07840	Long Up
AT1G09800	Long Up
AT1G14040	Long Up
AT1G15250	Short Down–Long Up
AT1G15390	Long Up
AT1G16350	Short Down–Long Up
AT1G16410	Long Up
AT1G17690	Long Up
AT1G19290	Long Up
AT1G26230	Long Up
AT1G27400	Short Down–Long Up
AT1G27480	Long Up
AT1G27680	Long Up
AT1G28395	Short Down–Long Up
AT1G28530	Short Down–Long Up
AT1G31010	Long Up
AT1G31817	Long Up
AT1G32860	Long Up
AT1G34360	Long Up
AT1G47278	Long Up
AT1G48650	Long Up
AT1G53645	Long Up
AT1G55490	Long Up
AT1G56050	Long Up
AT1G56110	Short Down–Long Up
AT1G57660	Long Up
AT1G62150	Short Down–Long Up
AT1G64880	Short Down–Long Up
AT1G66070	Short Down–Long Up
AT1G66520	Long Up
AT1G69070	Long Up
AT1G78290	Short Down–Long Up
AT1G79390	Long Up
AT1G80030	Long Up
AT2G02880	Long Up
AT2G02955	Short Down–Long Up
AT2G06040	Long Up
AT2G19490	Long Up
AT2G19750	Short Down–Long Up
AT2G20060	Long Up
AT2G21340	Long Up
AT2G21440	Short Down–Long Up
AT2G24990	Short Down–Long Up
AT2G27710	Short Down–Long Up
AT2G29760	Long Up
AT2G33840	Long Up
AT2G35040	Short Down–Long Up
AT2G35720	Long Up
AT2G37020	Long Up
AT2G38550	Long Up
AT2G39700	Long Up
AT2G41050	Short Down–Long Up
AT2G44120	Short Down–Long Up
AT2G45560	Short Down–Long Up
AT2G45710	Long Up
AT2G47630	Long Up
AT3G01930	Long Up
AT3G02060	Long Up
AT3G03420	Long Up
AT3G06790	Long Up
AT3G07440	Long Up
AT3G11964	Long Up
AT3G12270	Short Down–Long Up
AT3G17465	Long Up
AT3G19000	Short Down–Long Up
AT3G19100	Short Down–Long Up
AT3G20390	Long Up
AT3G21870	Short Down–Long Up
AT3G22680	Long Up
AT3G23570	Long Up
AT3G27180	Long Up
AT3G27740	Long Up
AT3G28700	Long Up
AT3G44160	Long Up
AT3G53260	Short Down–Long Up
AT3G53370	Long Up
AT3G55010	Short Down–Long Up
AT3G55750	Short Down–Long Up
AT3G57520	Long Up
AT3G58180	Long Up
AT3G59890	Long Up
AT3G62460	Short Down–Long Up
AT3G62580	Long Up
AT3G62870	Short Down–Long Up
AT4G00895	Long Up
AT4G02400	Long Up
AT4G02710	Long Up
AT4G16720	Short Down–Long Up
AT4G21910	Short Down–Long Up
AT4G24830	Short Down–Long Up
AT4G25740	Long Up
AT4G27380	Short Down–Long Up
AT4G27820	Long Up
AT4G29410	Short Down–Long Up
AT4G30330	Short Down–Long Up
AT4G30930	Long Up
AT4G32720	Long Up
AT4G33140	Long Up
AT4G33490	Long Up
AT4G33495	Long Up
AT4G35000	Long Up
AT4G36020	Long Up
AT4G39190	Long Up
AT4G39300	Long Up
AT5G01790	Short Down–Long Up
AT5G02860	Long Up
AT5G03970	Long Up
AT5G04130	Short Down–Long Up
AT5G06290	Long Up
AT5G08600	Short Down–Long Up
AT5G13070	Long Up
AT5G13270	Long Up
AT5G13520	Long Up
AT5G14050	Short Down–Long Up
AT5G14600	Short Down–Long Up
AT5G17790	Long Up
AT5G18540	Long Up
AT5G22840	Long Up
AT5G23300	Long Up
AT5G23690	Long Up
AT5G26180	Long Up
AT5G26800	Long Up
AT5G38430	Long Up
AT5G40490	Long Up
AT5G47930	Long Up
AT5G52470	Short Down–Long Up
AT5G53070	Long Up
AT5G54390	Long Up
AT5G57180	Long Up
AT5G57230	Long Up
AT5G60670	Short Down–Long Up
AT5G61020	Short Down–Long Up
AT5G61220	Long Up
AT5G64980	Long Up
AT5G65205	Long Up
AT5G66820	Long Up
AT5G67640	Long Up
AT1G03055	Long Up
AT1G03530	Long Up
AT1G04480	Long Up
AT1G04710	Long Up
AT1G06560	Long Up
AT1G06790	Long Up
AT1G07300	Long Up
AT1G07830	Long Up
AT1G11780	Long Up
AT1G15480	Short Down–Long Up
AT1G16000	Long Up
AT1G16280	Long Up
AT1G16870	Long Up
AT1G17530	Long Up
AT1G17850	Short Down–Long Up
AT1G19700	Short Down–Long Up
AT1G23205	Short Down–Long Up
AT1G25260	Short Down–Long Up
AT1G26660	Long Up
AT1G26880	Short Down–Long Up
AT1G31180	Long Up
AT1G31970	Short Down–Long Up
AT1G35320	Long Up
AT1G42440	Long Up
AT1G48600	Long Up
AT1G48630	Short Down–Long Up
AT1G50110	Short Down–Long Up
AT1G50920	Long Up
AT1G60620	Long Up
AT1G63160	Short Down–Long Up
AT1G65150	Long Up
AT1G65190	Long Up
AT1G65840	Long Up
AT1G68220	Long Up
AT1G69800	Long Up
AT1G75330	Long Up
AT1G77550	Long Up
AT1G77940	Short Down–Long Up
AT1G79230	Long Up
AT2G02150	Short Down–Long Up
AT2G14285	Long Up
AT2G14660	Long Up
AT2G19540	Long Up
AT2G19730	Long Up
AT2G19870	Short Down–Long Up
AT2G20020	Long Up
AT2G22490	Long Up
AT2G24500	Long Up
AT2G30970	Long Up
AT2G32230	Long Up
AT2G37630	Long Up
AT2G39030	Long Up
AT2G40460	Long Up
AT2G41650	Short Down–Long Up
AT3G01280	Long Up
AT3G01440	Long Up
AT3G01790	Long Up
AT3G04920	Short Down–Long Up
AT3G05870	Long Up
AT3G06680	Short Down–Long Up
AT3G06730	Long Up
AT3G06950	Long Up
AT3G07050	Short Down–Long Up
AT3G10525	Short Down–Long Up
AT3G13160	Long Up
AT3G14450	Long Up
AT3G15020	Long Up
AT3G20100	Long Up
AT3G21215	Long Up
AT3G26690	Long Up
AT3G29230	Long Up
AT3G47450	Long Up
AT3G49180	Short Down–Long Up
AT3G52170	Short Down–Long Up
AT3G52720	Short Down–Long Up
AT3G54970	Long Up
AT3G55380	Long Up
AT3G56340	Short Down–Long Up
AT3G59840	Long Up
AT3G61780	Short Down–Long Up
AT4G01600	Short Down–Long Up
AT4G09510	Short Down–Long Up
AT4G10480	Long Up
AT4G12830	Long Up
AT4G13170	Short Down–Long Up
AT4G18905	Long Up
AT4G20090	Short Down–Long Up
AT4G23540	Long Up
AT4G26110	Long Up
AT4G26230	Short Down–Long Up
AT4G28200	Long Up
AT4G31790	Long Up
AT4G33010	Long Up
AT4G34290	Long Up
AT4G34740	Long Up
AT4G35050	Long Up
AT4G35850	Short Down–Long Up
AT4G36680	Long Up
AT4G37000	Long Up
AT5G02610	Long Up
AT5G02870	Short Down–Long Up
AT5G04600	Long Up
AT5G14590	Long Up
AT5G16620	Long Up
AT5G17710	Long Up
AT5G18570	Long Up
AT5G21970	Long Up
AT5G23070	Short Down–Long Up
AT5G23760	Short Down–Long Up
AT5G23900	Long Up
AT5G24060	Long Up
AT5G26110	Long Up
AT5G26820	Long Up
AT5G27990	Long Up
AT5G38720	Long Up
AT5G39960	Short Down–Long Up
AT5G40660	Long Up
AT5G44785	Short Down–Long Up
AT5G46920	Long Up
AT5G56670	Short Down–Long Up
AT5G56940	Long Up
AT5G57990	Long Up
AT5G58370	Long Up
AT5G62050	Long Up
AT5G62190	Long Up
AT5G64420	Short Down–Long Up
AT5G64670	Long Up
AT5G65860	Short Down–Long Up
AT5G67630	Long Up
AT1G07323	Long Up
AT1G08300	Long Up
AT1G08640	Long Up
AT1G09830	Long Up
AT1G11130	Short Down–Long Up
AT1G11430	Long Up
AT1G13160	Long Up
AT1G14410	Long Up
AT1G15710	Long Up
AT1G15930	Long Up
AT1G16080	Long Up
AT1G21440	Long Up
AT1G22840	Long Up
AT1G26750	Long Up
AT1G27435	Long Up
AT1G28570	Long Up
AT1G34210	Long Up
AT1G36280	Long Up
AT1G45230	Long Up
AT1G47500	Short Down–Long Up
AT1G49380	Long Up
AT1G50000	Long Up
AT1G52342	Short Down–Long Up
AT1G55810	Long Up
AT1G57860	Long Up
AT1G65290	Long Up
AT1G66670	Long Up
AT1G67195	Short Down–Long Up
AT1G67325	Long Up
AT1G68730	Long Up
AT1G71460	Long Up
AT1G72090	Long Up
AT1G72440	Short Down–Long Up
AT1G73177	Long Up
AT1G73940	Long Up
AT1G74210	Long Up
AT1G80050	Short Down–Long Up
AT2G01918	Long Up
AT2G19480	Long Up
AT2G22100	Long Up
AT2G28450	Short Down–Long Up
AT2G28600	Short Down–Long Up
AT2G30150	Long Up
AT2G31170	Long Up
AT2G32500	Long Up
AT2G34050	Long Up
AT2G35010	Long Up
AT2G35790	Long Up
AT2G36070	Long Up
AT2G36250	Long Up
AT2G37400	Long Up
AT2G38280	Long Up
AT2G39460	Short Down–Long Up
AT2G39670	Short Down–Long Up
AT2G40080	Long Up
AT2G40510	Long Up
AT2G40590	Long Up
AT2G41600	Long Up
AT2G43110	Short Down–Long Up
AT2G46140	Long Up
AT2G46320	Long Up
AT2G47580	Long Up
AT3G01160	Long Up
AT3G03770	Short Down–Long Up
AT3G04460	Long Up
AT3G04650	Long Up
AT3G05060	Short Down–Long Up
AT3G05130	Short Down–Long Up
AT3G05880	Long Up
AT3G07300	Long Up
AT3G08740	Long Up
AT3G10050	Short Down–Long Up
AT3G11750	Long Up
AT3G12750	Long Up
AT3G13350	Long Up
AT3G16080	Short Down–Long Up
AT3G20000	Long Up
AT3G22230	Long Up
AT3G25030	Long Up
AT3G46560	Long Up
AT3G46900	Long Up
AT3G48870	Long Up
AT3G49010	Short Down–Long Up
AT3G52990	Long Up
AT3G55340	Short Down–Long Up
AT3G55410	Long Up
AT3G55605	Long Up
AT3G56680	Long Up
AT3G57180	Long Up
AT3G57600	Short Down–Long Up
AT3G58700	Short Down–Long Up
AT3G58930	Long Up
AT3G61370	Long Up
AT4G00930	Long Up
AT4G01915	Long Up
AT4G02230	Long Up
AT4G02340	Long Up
AT4G11060	Long Up
AT4G11120	Long Up
AT4G12310	Short Down–Long Up
AT4G12460	Long Up
AT4G13520	Long Up
AT4G13650	Long Up
AT4G15215	Long Up
AT4G19610	Long Up
AT4G23750	Short Down–Long Up
AT4G28210	Long Up
AT4G28320	Long Up
AT4G29430	Long Up
AT4G30220	Long Up
AT4G31985	Long Up
AT4G34200	Long Up
AT4G36130	Short Down–Long Up
AT4G36420	Long Up
AT4G36710	Long Up
AT4G38710	Long Up
AT5G03800	Short Down–Long Up
AT5G04800	Short Down–Long Up
AT5G06110	Short Down–Long Up
AT5G08310	Short Down–Long Up
AT5G09770	Long Up
AT5G10240	Short Down–Long Up
AT5G11270	Long Up
AT5G15810	Long Up
AT5G16140	Long Up
AT5G16950	Long Up
AT5G20040	Long Up
AT5G23050	Long Up
AT5G25080	Long Up
AT5G26160	Long Up
AT5G35220	Long Up
AT5G37310	Long Up
AT5G37350	Long Up
AT5G37590	Long Up
AT5G39980	Long Up
AT5G40160	Long Up
AT5G41190	Long Up
AT5G42130	Long Up
AT5G42110	Short Down–Long Up
AT5G46580	Short Down–Long Up
AT5G47700	Long Up
AT5G47870	Long Up
AT5G48730	Long Up
AT5G48760	Long Up
AT5G54900	Long Up
AT5G61310	Short Down–Long Up
AT5G64140	Long Up
AT5G67510	Short Down–Long Up
AT1G01920	Long Up
AT1G03270	Long Up
AT1G06190	Long Up
AT1G06380	Short Down–Long Up
AT1G06710	Short Down–Long Up
AT1G07210	Long Up
AT1G07615	Long Up
AT1G08580	Short Down–Long Up
AT1G08845	Long Up
AT1G09590	Short Down–Long Up
AT1G18080	Short Down–Long Up
AT1G18540	Short Down–Long Up
AT1G20140	Long Up
AT1G21650	Long Up
AT1G24280	Long Up
AT1G29980	Long Up
AT1G31860	Short Down–Long Up
AT1G32090	Long Up
AT1G32380	Long Up
AT1G32520	Long Up–Down
AT1G33410	Long Up
AT1G36390	Long Up
AT1G41880	Short Down–Long Up
AT1G47820	Long Up
AT1G48030	Long Up
AT1G51510	Long Up
AT1G52300	Long Up
AT1G52905	Short Down–Long Up
AT1G53240	Long Up
AT1G54010	Long Up
AT1G54250	Long Up
AT1G55900	Long Up
AT1G56145	Long Up
AT1G59840	Long Up
AT1G60650	Long Up
AT1G65032	Long Up
AT1G69770	Short Down–Long Up
AT1G70350	Long Up
AT1G70600	Short Down–Long Up
AT1G71790	Long Up
AT1G75120	Long Up
AT1G77670	Long Up
AT1G77750	Long Up
AT1G78440	Short Down–Long Up
AT1G79110	Short Down–Long Up
AT2G01830	Long Up
AT2G09990	Long Up
AT2G14880	Long Up
AT2G15430	Long Up
AT2G17300	Short Down–Long Up
AT2G18410	Long Up
AT2G18940	Short Down–Long Up
AT2G19720	Long Up
AT2G19740	Long Up
AT2G24050	Short Down–Long Up
AT2G24960	Long Up
AT2G30860	Long Up
AT2G31340	Short Down–Long Up
AT2G31660	Long Up
AT2G31725	Long Up
AT2G32400	Long Up
AT2G32650	Long Up
AT2G34570	Long Up
AT2G35500	Long Up
AT2G37230	Long Up
AT2G37340	Long Up
AT2G37520	Long Up
AT2G39390	Long Up
AT2G39795	Long Up
AT2G42740	Short Down–Long Up
AT2G42910	Long Up
AT2G44940	Long Up
AT2G45000	Long Up
AT2G46230	Long Up
AT2G47590	Long Up
AT2G47650	Long Up
AT3G02190	Long Up
AT3G06550	Long Up
AT3G07590	Long Up
AT3G07630	Long Up
AT3G11220	Long Up
AT3G13580	Long Up
AT3G14120	Long Up
AT3G14600	Long Up
AT3G18240	Long Up
AT3G20490	Long Up
AT3G20470	Short Down–Long Up
AT3G21110	Long Up
AT3G22750	Long Up
AT3G25520	Short Down–Long Up
AT3G25700	Long Up
AT3G26060	Long Up
AT3G27750	Long Up
AT3G43980	Short Down–Long Up
AT3G46740	Long Up
AT3G46790	Long Up
AT3G48425	Long Up
AT3G48440	Long Up
AT3G49680	Long Up
AT3G52580	Long Up
AT3G54640	Long Up
AT3G55630	Long Up
AT3G55690	Short Down–Long Up
AT3G56690	Long Up
AT3G57350	Long Up
AT3G57590	Long Up
AT3G58470	Short Down–Long Up
AT3G60880	Long Up
AT3G60960	Long Up
AT3G61620	Long Up
AT3G63090	Long Up
AT3G63510	Long Up
AT4G02150	Long Up
AT4G02460	Long Up
AT4G06744	Short Down–Long Up
AT4G11630	Long Up
AT4G12917	Long Up
AT4G12970	Long Up
AT4G13100	Long Up
AT4G13430	Long Up
AT4G14320	Short Down–Long Up
AT4G14716	Long Up
AT4G18100	Short Down–Long Up
AT4G18730	Long Up
AT4G23490	Short Down–Long Up
AT4G24700	Short Down–Long Up
AT4G25710	Long Up
AT4G26900	Long Up
AT4G32450	Long Up
AT4G32605	Long Up
AT4G32920	Short Down–Long Up
AT4G34090	Long Up
AT4G37380	Long Up
AT4G38620	Short Down–Long Up
AT5G02450	Long Up
AT5G05560	Long Up
AT5G08400	Long Up
AT5G08620	Short Down–Long Up
AT5G09510	Short Down–Long Up
AT5G12220	Long Up
AT5G13730	Long Up
AT5G22790	Long Up
AT5G23740	Short Down–Long Up
AT5G24470	Long Up
AT5G24870	Frequent
AT5G24970	Long Up
AT5G25780	Long Up
AT5G26680	Long Up
AT5G27620	Long Up
AT5G27820	Long Up
AT5G27850	Long Up
AT5G38290	Long Up
AT5G39410	Long Up
AT5G39940	Long Up
AT5G43070	Long Up
AT5G46160	Long Up
AT5G53080	Long Up
AT5G55140	Long Up
AT5G57120	Long Up
AT5G57590	Long Up
AT5G58420	Short Down–Long Up
AT5G59850	Short Down–Long Up
AT5G61170	Short Down–Long Up
AT5G62140	Short Down–Long Up
AT5G63890	Long Up
AT5G64580	Long Up
AT1G01100	Long Up
AT1G01320	Long Up
AT1G04590	Long Up
AT1G04940	Long Up
AT1G06950	Long Up
AT1G07930	Long Up
AT1G09660	Long Up
AT1G09690	Long Up
AT1G09700	Long Up
AT1G09795	Long Up
AT1G13730	Long Up
AT1G14450	Long Up
AT1G14990	Long Up
AT1G17560	Short Down–Long Up
AT1G18040	Long Up
AT1G18720	Long Up
AT1G22780	Short Down–Long Up
AT1G22830	Long Up
AT1G22950	Long Up
AT1G26910	Short Down–Long Up
AT1G28290	Long Up
AT1G30460	Long Up
AT1G31350	Short Down–Long Up
AT1G33390	Long Up
AT1G43170	Short Down–Long Up
AT1G45231	Long Up
AT1G51100	Long Up
AT1G51610	Long Up
AT1G53530	Long Up
AT1G53780	Long Up
AT1G53800	Long Up
AT1G54220	Long Up
AT1G54770	Long Up
AT1G55850	Short Down–Long Up
AT1G55890	Long Up
AT1G58380	Short Down–Long Up
AT1G61000	Long Up
AT1G68050	Long Up
AT1G71810	Long Up
AT1G72275	Short Down–Long Up
AT1G73180	Long Up
AT1G73240	Long Up
AT1G74060	Long Up
AT1G74260	Long Up
AT1G74270	Long Up
AT1G77320	Long Up
AT1G77630	Long Up
AT1G79050	Long Up
AT1G80530	Long Up
AT1G80620	Long Up
AT2G05120	Short Down–Long Up
AT2G15820	Long Up
AT2G18020	Short Down–Long Up
AT2G19450	Long Up
AT2G19470	Long Up
AT2G21090	Long Up
AT2G21580	Short Down–Long Up
AT2G26840	Short Down–Long Up
AT2G31140	Long Up
AT2G31240	Long Up
AT2G31970	Long Up
AT2G34480	Long Up
AT2G36160	Short Down–Long Up
AT2G36170	Long Up
AT2G36380	Long Up
AT2G37190	Long Up
AT2G40570	Long Up
AT2G44270	Long Up
AT2G45290	Short Down–Long Up
AT2G45860	Long Up
AT2G47850	Long Up
AT2G48100	Long Up
AT3G02080	Long Up
AT3G02650	Long Up
AT3G04230	Long Up
AT3G04550	Long Up
AT3G04840	Short Down–Long Up
AT3G05380	Long Up
AT3G05590	Long Up
AT3G09200	Short Down–Long Up
AT3G09630	Short Down–Long Up
AT3G09700	Long Up
AT3G10610	Short Down–Long Up
AT3G11250	Short Down–Long Up
AT3G15010	Long Up
AT3G15750	Long Up
AT3G16780	Short Down–Long Up
AT3G16840	Long Up
AT3G18870	Long Up
AT3G25480	Long Up
AT3G27220	Long Up
AT3G45030	Short Down–Long Up
AT3G46020	Long Up
AT3G47348	Short Down–Long Up
AT3G47520	Long Up
AT3G48420	Long Up
AT3G49890	Long Up
AT3G49910	Long Up
AT3G50650	Long Up
AT3G52930	Long Up
AT3G52960	Long Up
AT3G53020	Short Down–Long Up
AT3G53740	Long Up
AT3G54470	Short Down–Long Up
AT3G55160	Short Down–Long Up
AT3G55280	Short Down–Long Up
AT3G55620	Long Up
AT3G57610	Long Up
AT3G59670	Short Down–Long Up
AT3G60190	Long Up
AT3G62410	Long Up
AT4G00340	Long Up
AT4G01480	Long Up
AT4G01593	Long Up
AT4G01990	Long Up
AT4G02450	Long Up
AT4G13720	Long Up
AT4G14510	Long Up
AT4G15000	Short Down–Long Up
AT4G15620	Short Down–Long Up
AT4G16141	Short Down–Long Up
AT4G16410	Long Up
AT4G17390	Short Down–Long Up
AT4G20130	Long Up
AT4G24270	Long Up
AT4G32400	Long Up
AT4G32730	Long Up
AT4G33760	Long Up
AT4G35490	Long Up
AT4G37660	Long Up
AT4G39260	Long Up
AT4G39880	Long Up
AT4G40065	Long Up
AT5G01230	Long Up
AT5G01500	Long Up
AT5G01930	Long Up
AT5G02960	Long Up
AT5G09380	Long Up
AT5G09650	Long Up
AT5G11200	Long Up
AT5G12410	Long Up
AT5G13120	Long Up
AT5G14660	Long Up
AT5G15200	Long Up
AT5G15640	Long Up
AT5G19820	Long Up
AT5G20290	Long Up
AT5G20510	Short Down–Long Up
AT5G20980	Long Up
AT5G23880	Long Up
AT5G24760	Short Down–Long Up
AT5G27700	Long Up
AT5G28490	Long Up
AT5G37530	Long Up
AT5G39740	Short Down–Long Up
AT5G40530	Long Up
AT5G42890	Long Up
AT5G45775	Short Down–Long Up
AT5G45780	Long Up
AT5G46420	Long Up
AT5G50280	Long Up
AT5G50450	Short Down–Long Up
AT5G51100	Long Up
AT5G53045	Long Up
AT5G53560	Long Up
AT5G55125	Long Up
AT5G55510	Short Down–Long Up
AT5G55580	Long Up
AT5G57110	Long Up
AT5G59180	Long Up
AT5G62270	Short Down–Long Up
AT5G62840	Long Up
AT5G64960	Long Up
AT5G67500	Long Up
AT1G02050	Long Up
AT1G03830	Long Up
AT1G06010	Long Up
AT1G08130	Short Down–Long Up
AT1G10510	Long Up
AT1G14320	Long Up
AT1G22270	Long Up
AT1G23400	Long Up
AT1G28350	Long Up
AT1G28400	Short Down–Long Up
AT1G28710	Long Up
AT1G28715	Long Up
AT1G30010	Long Up
AT1G33120	Long Up
AT1G36320	Long Up
AT1G49400	Long Up
AT1G49630	Long Up
AT1G49880	Long Up
AT1G51780	Long Up
AT1G53450	Long Up
AT1G54580	Long Up
AT1G56190	Long Up
AT1G60770	Long Up
AT1G61730	Long Up
AT1G61870	Short Down–Long Up
AT1G63480	Long Up
AT1G66410	Long Up
AT1G70190	Long Up
AT1G72370	Short Down–Long Up
AT1G72420	Long Up
AT1G73230	Short Down–Long Up
AT1G78060	Long Up
AT2G01250	Short Down–Long Up
AT2G05220	Short Down–Long Up
AT2G15300	Long Up
AT2G18400	Long Up
AT2G22170	Long Up
AT2G25210	Long Up
AT2G27730	Long Up
AT2G31410	Short Down–Long Up
AT2G39080	Long Up
AT2G39500	Long Up
AT2G40920	Long Up
AT2G43950	Long Up
AT2G44040	Long Up
AT2G45730	Long Up
AT2G47390	Long Up
AT2G47610	Short Down–Long Up
AT2G47840	Short Down–Long Up
AT3G02930	Long Up
AT3G04340	Long Up
AT3G05410	Long Up
AT3G06700	Short Down–Long Up
AT3G07640	Long Up
AT3G08580	Long Up
AT3G09500	Long Up
AT3G11510	Long Up
AT3G12080	Long Up
AT3G12930	Short Down–Long Up
AT3G13882	Long Up
AT3G16250	Short Down–Long Up
AT3G17910	Long Up
AT3G24830	Long Up
AT3G42670	Long Up
AT3G44010	Long Up
AT3G44150	Long Up
AT3G45890	Long Up
AT3G46040	Long Up
AT3G47836	Long Up
AT3G48930	Short Down–Long Up
AT3G49080	Short Down–Long Up
AT3G51800	Short Down–Long Up
AT3G52420	Long Up
AT3G53170	Long Up
AT3G53870	Short Down–Long Up
AT3G56490	Long Up
AT3G56900	Long Up
AT3G57430	Short Down–Long Up
AT3G59540	Long Up
AT3G60210	Long Up
AT3G60245	Short Down–Long Up
AT3G61070	Long Up
AT3G62810	Long Up
AT4G00810	Long Up
AT4G10300	Long Up
AT4G10620	Short Down–Long Up
AT4G15080	Long Up
AT4G15820	Long Up
AT4G18040	Long Up
AT4G19710	Long Up
AT4G20480	Long Up
AT4G20910	Long Up
AT4G21100	Long Up
AT4G22380	Short Down–Long Up
AT4G26190	Long Up
AT4G29540	Long Up
AT4G29660	Long Up
AT4G31300	Long Up
AT4G32670	Long Up
AT4G33460	Long Up
AT5G02260	Long Up
AT5G03850	Short Down–Long Up
AT5G05540	Long Up
AT5G05740	Long Up
AT5G07090	Short Down–Long Up
AT5G08230	Long Up
AT5G10920	Long Up
AT5G11630	Short Down–Long Up
AT5G15520	Long Up
AT5G16290	Long Up
AT5G16715	Long Up
AT5G17840	Long Up
AT5G17930	Long Up
AT5G25757	Long Up
AT5G27770	Long Up
AT5G28060	Long Up
AT5G35910	Long Up
AT5G38420	Short Down–Long Up
AT5G39600	Long Up
AT5G41270	Short Down–Long Up
AT5G41670	Long Up
AT5G45590	Long Up
AT5G46240	Short Down–Long Up
AT5G47100	Long Up
AT5G48330	Long Up
AT5G52520	Long Up
AT5G52650	Short Down–Long Up
AT5G54970	Long Up
AT5G55220	Long Up
AT5G56710	Short Down–Long Up
AT5G60390	Long Up
AT5G60590	Long Up
AT5G66470	Long Up
AT1G02060	Long Up
AT1G02780	Short Down–Long Up
AT1G04020	Long Up
AT1G04170	Long Up
AT1G04420	Long Up
AT1G07050	Short Down–Long Up
AT1G08360	Long Up
AT1G09290	Long Up
AT1G09710	Long Up
AT1G09810	Long Up
AT1G11240	Long Up
AT1G14850	Long Up
AT1G17510	Long Up
AT1G20370	Long Up
AT1G24310	Short Down–Long Up
AT1G26900	Long Up
AT1G29465	Long Up
AT1G31910	Long Up
AT1G48830	Short Down–Long Up
AT1G49600	Long Up
AT1G55870	Long Up
AT1G59760	Long Up
AT1G61990	Long Up
AT1G64790	Long Up
AT1G74050	Long Up
AT1G76280	Long Up
AT1G77470	Long Up
AT1G77540	Long Up
AT2G02500	Long Up
AT2G12550	Long Up
AT2G16650	Short Down–Long Up
AT2G16780	Long Up
AT2G17630	Short Down–Long Up
AT2G20690	Long Up
AT2G23930	Long Up
AT2G24210	Long Up
AT2G31530	Long Up
AT2G32060	Short Down–Long Up
AT2G36620	Short Down–Long Up
AT2G40660	Long Up
AT2G40780	Long Up
AT2G41720	Long Up
AT2G41840	Long Up
AT2G42280	Short Down–Long Up
AT2G43460	Long Up
AT2G44050	Long Up
AT2G47110	Long Up
AT2G48120	Long Up
AT3G02560	Long Up
AT3G03110	Long Up
AT3G03600	Long Up
AT3G03960	Long Up
AT3G05220	Long Up
AT3G05560	Short Down–Long Up
AT3G05625	Long Up
AT3G06930	Long Up
AT3G07650	Short Down–Long Up
AT3G08520	Short Down–Long Up
AT3G08800	Long Up
AT3G08943	Long Up
AT3G10090	Long Up
AT3G12780	Long Up
AT3G12965	Short Down–Long Up
AT3G14080	Long Up
AT3G14172	Long Up
AT3G16310	Long Up
AT3G16480	Long Up
AT3G18110	Long Up
AT3G22150	Long Up
AT3G23390	Long Up
AT3G27930	Long Up
AT3G52590	Long Up
AT3G55730	Long Up
AT3G56160	Long Up
AT3G58610	Long Up
AT3G60770	Short Down–Long Up
AT3G62470	Short Down–Long Up
AT3G63410	Long Up
AT4G02510	Long Up
AT4G16740	Long Up
AT4G20740	Short Down–Long Up
AT4G23950	Short Down–Long Up
