GeneID	classification
AT4G18140	Short Up–Long Down
AT4G18290	Frequent
AT4G22340	Short Up
AT4G22670	Short Up
AT4G22690	Frequent
AT4G23020	Short Up–Down
AT4G24000	Short Up
AT4G29110	Short Up–Down
AT4G29190	Frequent
AT4G31240	Short–Long Up
AT4G32070	Short–Long Up
AT4G32940	Short Up–Down
AT4G33910	Short Up
AT4G34650	Short Up
AT4G35320	Short Up
AT4G36240	Short Up
AT4G36880	Short–Long Up
AT4G36850	Frequent
AT4G38940	Short Up
AT4G39780	Short Up
AT5G03760	Short Up
AT5G04750	Short Up
AT5G08430	Short Up
AT5G09530	Short Up
AT5G09620	Short–Long Up
AT5G10470	Short Up
AT5G12470	Short Up
AT5G13110	Short Up
AT5G13820	Short–Long Up
AT5G14570	Short Up
AT5G16010	Short–Long Up
AT5G16370	Frequent
AT5G18490	Frequent
AT5G19480	Short Up
AT5G22920	Frequent
AT5G23680	Short Up
AT5G35970	Short Up
AT5G37500	Short Up
AT5G38200	Short Up
AT5G40720	Frequent
AT5G43403	Short Up
AT5G46800	Short Up
AT5G48655	Short Up
AT5G51770	Short Up–Down
AT5G52510	Short Up
AT5G53130	Short Up
AT5G54660	Short Up
AT5G60160	Short–Long Up
AT5G60190	Short Up
AT5G60600	Short Up
AT5G63700	Short Up
AT5G64120	Short Up
AT5G64180	Short Up
AT5G64200	Short Up
AT5G64240	Short Up
AT5G64320	Short Up
AT5G64570	Frequent
AT5G65110	Short Up–Down
AT5G66850	Short Up
ATCG00180	Short Up
ATCG00190	Short Up
AT1G02290	Short Up
AT1G02640	Frequent
AT1G03090	Frequent
AT1G04810	Short–Long Up
AT1G09570	Frequent
AT1G10020	Frequent
AT1G11410	Short Up
AT1G15960	Short Up
AT1G17550	Short–Long Up
AT1G19650	Short Up
AT1G23870	Frequent
AT1G24530	Frequent
AT1G25230	Frequent
AT1G29670	Frequent
AT1G30260	Short Up
AT1G32700	Frequent
AT1G36730	Short Up
AT1G59910	Short Up–Down
AT1G62130	Short Up
AT1G62290	Short Up
AT1G62570	Short Up
AT1G62975	Short Up
AT1G64400	Short Up
AT1G64430	Short Up
AT1G68010	Short Up
AT1G68650	Short Up
AT1G69490	Frequent
AT1G70505	Short Up
AT1G70610	Short Up
AT1G71696	Short Up
AT1G71960	Short Up–Down
AT1G73680	Short Up
AT1G76800	Short Up
AT1G77090	Short Up
AT1G77230	Short Up
AT1G78420	Short Up
AT1G78460	Frequent
AT1G78670	Short Up–Down
AT1G78830	Frequent
AT1G79820	Short–Long Up
AT1G80760	Short Up
AT1G80940	Short Up
AT2G01220	Short Up
AT2G02220	Short Up–Down
AT2G03690	Short Up
AT2G04795	Short Up
AT2G05620	Short Up
AT2G16060	Short Up–Down
AT2G17480	Short Up
AT2G19690	Short Up
AT2G20960	Short Up–Down
AT2G21150	Short Up
AT2G22690	Short Up
AT2G23420	Short Up
AT2G23790	Short Up
AT2G24270	Short Up
AT2G27500	Short Up–Down
AT2G28110	Short Up
AT2G28190	Short Up
AT2G29300	Frequent
AT2G30390	Short Up
AT2G30950	Short Up
AT2G32800	Frequent
AT2G33060	Short Up–Down
AT2G34310	Short–Long Up
AT2G34500	Short Up
AT2G35130	Short Up
AT2G37710	Short Up–Long Down
AT2G39450	Short Up
AT2G41800	Short Up–Down
AT2G43150	Frequent
AT2G44300	Short Up
AT3G01060	Short Up
AT3G03490	Short Up
AT3G04110	Short Up–Long Down
AT3G05370	Short Up–Down
AT3G05890	Short Up–Long Down
AT3G11670	Short Up
AT3G11690	Short Up
AT3G12685	Short Up–Down
AT3G13224	Short Up
AT3G13235	Short Up
AT3G13750	Frequent
AT3G14560	Short–Long Up
AT3G15430	Short Up
AT3G16220	Short Up–Long Down
AT3G16800	Frequent
AT3G17365	Short Up
AT3G18500	Short Up
AT3G19450	Short Up
AT3G21390	Short Up
AT3G21720	Short–Long Up
AT3G22260	Short Up
AT3G22420	Short Up
AT3G22620	Short Up
AT3G24740	Short Up
AT3G25710	Short Up
AT3G26510	Frequent
AT3G27820	Short Up
AT3G43670	Frequent
AT3G44630	Short Up
AT3G46920	Short Up
AT3G47500	Short Up–Down
AT3G48360	Frequent
AT3G49790	Frequent
AT3G49850	Short Up
AT3G49870	Short Up
AT3G50560	Short Up–Long Down
AT3G51250	Short Up
AT3G52380	Short Up–Down
AT3G54500	Short Up–Long Down
AT3G54920	Frequent
AT3G57910	Short Up
AT3G61430	Short Up–Long Down
AT3G61610	Short Up–Down
AT3G62950	Frequent
AT4G04770	Short Up
AT4G06634	Short Up
AT4G08300	Frequent
AT4G08510	Short Up
AT4G10120	Frequent
AT4G11740	Short Up
AT4G14930	Short Up–Down
AT4G16500	Short Up–Long Down
AT4G23250	Short Up
AT4G25290	Short Up
AT4G25835	Frequent
AT4G28400	Short Up–Long Down
AT4G29905	Short Up–Down
AT4G32250	Short–Long Up
AT4G32440	Short Up
AT4G33110	Short Up
AT4G35250	Short Up
AT4G35860	Short Up
AT4G37925	Short Up
AT4G38430	Short Up
AT4G38470	Frequent
AT4G38980	Short Up
AT4G39570	Short Up
AT4G39675	Short Up
AT4G39850	Short Up
AT5G02320	Short Up
AT5G02760	Frequent
AT5G03440	Short Up
AT5G05440	Frequent
AT5G06350	Short Up
AT5G08050	Short Up
AT5G11070	Frequent
AT5G11860	Short Up
AT5G13060	Short Up–Down
AT5G13310	Short–Long Up
AT5G13630	Short Up–Long Down
AT5G14120	Frequent
AT5G15160	Short Up
AT5G15570	Short Up
AT5G15820	Short Up
AT5G15910	Short Up
AT5G17300	Frequent
AT5G17400	Short Up
AT5G18100	Short–Long Up
AT5G18850	Short Up
AT5G19190	Frequent
AT5G21170	Frequent
AT5G22500	Short Up
AT5G24165	Short Up
AT5G24580	Frequent
AT5G25590	Short Up
AT5G40910	Short Up–Down
AT5G42030	Short Up
AT5G49450	Frequent
AT5G53550	Frequent
AT5G55380	Short Up–Long Down
AT5G57800	Short Up
AT5G58260	Short Up
AT5G59350	Short Up
AT5G60360	Short–Long Up
AT5G61010	Short Up
AT5G62030	Short Up
AT5G62460	Short Up
AT5G62770	Short Up–Down
AT5G62960	Short Up
AT5G63190	Frequent
AT5G64850	Short Up
AT5G65480	Short Up–Long Down
AT5G67030	Short Up
AT5G67180	Short Up–Down
ATCG00530	Short Up
ATCG00790	Short Up
AT1G04000	Short Up–Long Down
AT1G06040	Short Up
AT1G08430	Short Up
AT1G08570	Short Up
AT1G09530	Short Up–Down
AT1G11700	Frequent
AT1G12990	Short Up
AT1G13820	Short Up
AT1G14150	Short Up–Down
AT1G14530	Short Up
AT1G15180	Short Up
AT1G17620	Short Up–Down
AT1G19050	Short Up–Down
AT1G19660	Short Up–Long Down
AT1G21110	Short Up–Down
AT1G21790	Short Up
AT1G22370	Short Up–Down
AT1G29050	Frequent
AT1G32540	Frequent
AT1G34060	Short Up–Down
AT1G35190	Short Up
AT1G48745	Frequent
AT1G49032	Frequent
AT1G53430	Frequent
AT1G54000	Frequent
AT1G54110	Short Up
AT1G55110	Short Up–Down
AT1G55280	Short Up
AT1G55960	Short Up–Long Down
AT1G58180	Frequent
AT1G59620	Short Up–Down
AT1G60140	Frequent
AT1G61100	Frequent
AT1G63740	Short Up
AT1G68140	Short Up
AT1G68410	Short Up
AT1G68850	Short Up
AT1G70290	Frequent
AT1G70430	Short Up–Down
AT1G70790	Short Up–Down
AT1G71360	Short Up
AT1G72130	Short Up
AT1G73260	Short Up
AT1G73370	Short Up
AT1G73630	Short Up–Down
AT1G73920	Short Up–Long Down
AT1G75220	Frequent
AT1G75370	Short Up
AT1G77760	Frequent
AT2G01890	Short Up
AT2G03240	Short Up–Down
AT2G04039	Short Up
AT2G05540	Frequent
AT2G18150	Short Up
AT2G19710	Short Up–Down
AT2G20770	Short Up
AT2G21210	Frequent
AT2G22430	Short Up
AT2G25450	Short Up
AT2G27360	Short Up
AT2G32340	Short Up
AT2G32560	Frequent
AT2G34620	Frequent
AT2G35830	Short Up
AT2G35860	Short Up–Down
AT2G36050	Frequent
AT2G36895	Short Up
AT2G39100	Short Up
AT2G39730	Short Up–Long Down
AT2G39850	Short Up–Down
AT2G41870	Short Up–Long Down
AT2G43900	Short Up
AT2G45170	Frequent
AT2G45570	Short Up
AT2G46500	Short Up
AT2G47485	Short Up
AT2G47710	Short Up
AT3G02150	Short Up
AT3G02550	Frequent
AT3G02740	Short Up
AT3G02885	Short Up–Down
AT3G04520	Short Up
AT3G04670	Short Up–Down
AT3G05490	Short Up–Long Down
AT3G05830	Short Up
AT3G06070	Frequent
AT3G06370	Short Up
AT3G06780	Frequent
AT3G09770	Short Up
AT3G11430	Short Up
AT3G12920	Short Up–Down
AT3G15356	Short Up–Long Down
AT3G15630	Frequent
AT3G17630	Short Up–Down
AT3G17640	Frequent
AT3G18535	Frequent
AT3G19680	Frequent
AT3G19910	Short Up–Down
AT3G23840	Short Up
AT3G27150	Short Up
AT3G29170	Short Up
AT3G30180	Short Up–Down
AT3G43190	Short Up–Long Down
AT3G43600	Short Up–Down
AT3G44610	Frequent
AT3G52280	Short Up
AT3G53340	Short Up
AT3G53400	Short Up
AT3G53720	Short Up
AT3G57550	Short Up
AT3G58490	Short Up–Long Down
AT3G59310	Frequent
AT3G60130	Frequent
AT3G61770	Short Up
AT4G02075	Short Up–Down
AT4G03070	Short Up
AT4G11360	Frequent
AT4G12430	Short Up
AT4G13830	Frequent
AT4G14300	Short Up
AT4G15690	Frequent
AT4G17530	Short Up
AT4G18210	Short Up–Down
AT4G18340	Frequent
AT4G19420	Frequent
AT4G20320	Short Up
AT4G21650	Frequent
AT4G21870	Frequent
AT4G23850	Short Up
AT4G24230	Frequent
AT4G25690	Short Up–Down
AT4G31000	Frequent
AT4G32600	Short Up
AT4G37240	Frequent
AT4G38970	Short Up
AT5G01770	Short Up
AT5G02180	Short Up
AT5G03120	Frequent
AT5G08170	Short Up
AT5G14930	Frequent
AT5G18170	Frequent
AT5G19890	Short Up
AT5G19970	Short Up–Long Down
AT5G21105	Short Up
AT5G23130	Frequent
AT5G25190	Frequent
AT5G25980	Short Up
AT5G26760	Short Up
AT5G35670	Short Up–Long Down
AT5G37710	Short Up
AT5G39660	Frequent
AT5G40340	Short Up–Down
AT5G40500	Short Up
AT5G41040	Short Up
AT5G42300	Short Up
AT5G42470	Short Up
AT5G43270	Short Up–Down
AT5G45350	Short Up
AT5G47450	Short Up
AT5G47620	Short Up
AT5G47660	Short Up
AT5G47860	Short Up
AT5G48900	Frequent
AT5G51550	Frequent
AT5G51710	Short Up
AT5G53570	Short Up–Down
AT5G54160	Short Up
AT5G54380	Frequent
AT5G54585	Frequent
AT5G54870	Short Up
AT5G55400	Short Up
AT5G56100	Frequent
AT5G57550	Short Up–Down
AT5G59420	Short Up
AT5G61440	Frequent
AT5G62430	Short Up–Long Down
AT5G62610	Short Up
AT5G63310	Short Up
AT5G63320	Short Up
AT5G64840	Short Up
AT5G65470	Short Up
AT5G66170	Short Up–Down
AT5G66240	Short Up
AT5G66580	Short Up–Long Down
ATCG00220	Short Up–Down
AT1G01340	Short Up–Long Down
AT1G01620	Short Up–Long Down
AT1G04310	Short Up–Down
AT1G04520	Short Up–Down
AT1G04970	Short Up
AT1G07570	Short Up
AT1G07700	Short Up
AT1G10070	Short Up–Down
AT1G10140	Short Up–Down
AT1G10500	Short Up
AT1G10900	Short Up
AT1G12110	Short Up–Long Down
AT1G13650	Frequent
AT1G14330	Short Up–Down
AT1G15125	Frequent
AT1G15740	Frequent
AT1G15860	Short Up
AT1G17080	Short Up
AT1G21010	Short Up–Down
AT1G21450	Short Up
AT1G21590	Short Up
AT1G24440	Short Up–Down
AT1G26560	Short Up
AT1G27200	Short Up–Down
AT1G27290	Frequent
AT1G30820	Frequent
AT1G33480	Short Up
AT1G33790	Frequent
AT1G34630	Short Up–Down
AT1G48260	Frequent
AT1G48840	Short Up–Down
AT1G49570	Short Up
AT1G49840	Short Up
AT1G51710	Short Up
AT1G53730	Frequent
AT1G55920	Short Up
AT1G55990	Short Up–Down
AT1G56670	Short Up
AT1G57610	Short Up
AT1G61620	Short Up
AT1G61820	Short Up
AT1G72430	Frequent
AT1G74070	Frequent
AT1G78230	Short Up–Long Down
AT1G79700	Frequent
AT2G01190	Short Up–Down
AT2G01260	Short Up–Long Down
AT2G01490	Short Up
AT2G02450	Short Up
AT2G15050	Short Up–Long Down
AT2G18370	Short Up
AT2G21540	Short Up–Long Down
AT2G22970	Short Up–Long Down
AT2G25680	Short Up–Down
AT2G25760	Short Up
AT2G28470	Short Up
AT2G29340	Short Up
AT2G29730	Short Up–Down
AT2G30790	Short Up–Down
AT2G33700	Short Up
AT2G33855	Short Up
AT2G34770	Short Up
AT2G35060	Short Up
AT2G39570	Frequent
AT2G40270	Short Up–Long Down
AT2G40670	Frequent
AT2G41660	Short Up
AT2G42680	Short Up
AT2G43330	Short Up
AT2G44080	Short Up–Down
AT2G44430	Short Up
AT2G45220	Short Up–Long Down
AT2G45340	Short Up
AT2G46810	Short Up
AT2G48020	Frequent
AT3G01470	Short Up
AT3G01650	Short Up–Down
AT3G05510	Short Up
AT3G06420	Short Up–Down
AT3G10040	Frequent
AT3G10250	Short Up–Long Down
AT3G10740	Frequent
AT3G13790	Short Up–Down
AT3G14570	Short Up
AT3G14810	Short Up
AT3G15400	Short Up
AT3G16450	Frequent
AT3G16530	Short Up–Long Down
AT3G17700	Short Up
AT3G17770	Short Up
AT3G18490	Short Up
AT3G19290	Short Up
AT3G23150	Short Up–Down
AT3G23550	Frequent
AT3G26280	Frequent
AT3G26590	Short Up
AT3G27770	Frequent
AT3G29030	Frequent
AT3G29240	Frequent
AT3G49940	Short Up–Long Down
AT3G51840	Frequent
AT3G52340	Short Up
AT3G53960	Short Up–Down
AT3G54810	Short Up–Down
AT3G56740	Short Up
AT3G58790	Short Up
AT3G59150	Short Up
AT3G61210	Frequent
AT3G61830	Short Up–Down
AT3G62690	Short Up
AT3G62860	Short Up
AT3G63210	Frequent
AT4G00440	Short Up
AT4G01330	Frequent
AT4G02210	Short Up
AT4G02540	Frequent
AT4G08770	Short Up–Down
AT4G13010	Short Up
AT4G13290	Short Up
AT4G13575	Frequent
AT4G14130	Frequent
AT4G16480	Frequent
AT4G17245	Frequent
AT4G17360	Short Up–Down
AT4G19200	Short Up–Long Down
AT4G19660	Short Up–Down
AT4G21890	Short Up–Down
AT4G21980	Short Up
AT4G24480	Short Up
AT4G25830	Short Up
AT4G26860	Short Up
AT4G28020	Short Up
AT4G30060	Short Up–Long Down
AT4G30340	Short Up–Long Down
AT4G30440	Frequent
AT4G32020	Short Up
AT4G33080	Short Up
AT4G33610	Short Up
AT4G36610	Short Up
AT4G37520	Frequent
AT4G37790	Short Up–Down
AT4G39330	Short Up–Long Down
AT5G01810	Frequent
AT5G03730	Frequent
AT5G08720	Short Up
AT5G09760	Short Up
AT5G10190	Short Up
AT5G11350	Short Up
AT5G13580	Short Up–Down
AT5G17980	Short Up
AT5G19860	Short Up
AT5G25900	Frequent
AT5G27460	Short Up
AT5G28770	Frequent
AT5G35580	Short Up
AT5G37690	Short Up–Down
AT5G44530	Frequent
AT5G44660	Short Up
AT5G45950	Short Up–Long Down
AT5G46510	Short Up–Down
AT5G47090	Short Up
AT5G49390	Short Up
AT5G52030	Short Up
AT5G57035	Short Up–Down
AT5G57340	Frequent
AT5G57660	Frequent
AT5G60850	Short Up
AT5G62100	Short Up–Down
AT5G62920	Frequent
AT5G64430	Short Up–Down
AT5G64940	Short Up
AT5G65660	Short Up–Down
AT5G66550	Short Up
AT5G67600	Short Up
ATCG00630	Short Up
ATCG01020	Short Up
AT1G01360	Short Up–Down
AT1G03610	Short Up
AT1G04240	Frequent
AT1G07720	Short Up
AT1G08800	Short Up
AT1G10380	Short Up–Long Down
AT1G11380	Short Up–Down
AT1G12250	Short Up
AT1G12580	Short Up
AT1G13245	Short Up–Long Down
AT1G15340	Short Up
AT1G18460	Short Up–Long Down
AT1G19530	Short Up
AT1G21070	Short Up–Down
AT1G21080	Short Up
AT1G21980	Short Up–Down
AT1G22640	Frequent
AT1G23440	Short Up
AT1G27120	Short Up
AT1G38131	Short Up–Down
AT1G47960	Short Up–Down
AT1G50280	Short Up–Long Down
AT1G53560	Short Up
AT1G53570	Short Up
AT1G54200	Short Up–Long Down
AT1G54740	Frequent
AT1G61690	Short Up
AT1G62030	Short Up
AT1G64710	Short Up
AT1G66130	Short Up
AT1G67860	Short Up–Long Down
AT1G72790	Short Up–Down
AT1G72820	Frequent
AT1G73120	Short Up
AT1G73830	Frequent
AT1G80180	Frequent
AT1G80240	Short Up
AT2G04032	Short Up–Down
AT2G19800	Frequent
AT2G23540	Short Up–Down
AT2G24762	Short Up–Down
AT2G26710	Frequent
AT2G26980	Frequent
AT2G28880	Short Up
AT2G32250	Short Up
AT2G32540	Short Up–Down
AT2G32870	Short Up–Long Down
AT2G32880	Short Up–Long Down
AT2G33110	Short Up
AT2G34355	Short Up–Down
AT2G36810	Short Up
AT2G38180	Short Up–Down
AT2G39510	Frequent
AT2G40970	Frequent
AT2G41250	Frequent
AT2G42580	Frequent
AT2G43010	Frequent
AT2G43910	Short Up–Long Down
AT2G44490	Frequent
AT2G48010	Short Up–Down
AT2G48130	Short Up
AT2G48140	Short Up–Down
AT3G02170	Frequent
AT3G03870	Frequent
AT3G07370	Short Up
AT3G11900	Short Up
AT3G12150	Frequent
AT3G13062	Frequent
AT3G15540	Frequent
AT3G16940	Short Up
AT3G17330	Short Up–Long Down
AT3G19720	Short Up
AT3G19930	Frequent
AT3G20370	Short Up–Down
AT3G21510	Short Up–Long Down
AT3G21710	Short Up
AT3G21770	Short Up–Down
AT3G26200	Frequent
AT3G44735	Short Up
AT3G48990	Short Up
AT3G49110	Frequent
AT3G49590	Short Up–Down
AT3G51130	Short Up–Down
AT3G51470	Short Up–Down
AT3G52360	Frequent
AT3G56080	Short Up
AT3G57400	Short Up–Long Down
AT3G61420	Short Up
AT3G61750	Short Up
AT4G13572	Frequent
AT4G14550	Frequent
AT4G14560	Frequent
AT4G16008	Frequent
AT4G17350	Short Up–Long Down
AT4G23700	Frequent
AT4G23890	Short Up
AT4G27310	Short Up–Long Down
AT4G27720	Short Up–Down
AT4G28240	Frequent
AT4G30140	Short Up–Long Down
AT4G30250	Short Up–Down
AT4G30600	Short Up
AT4G30960	Short Up
AT4G32350	Short Up–Down
AT4G32300	Frequent
AT4G34560	Frequent
AT4G35100	Short Up–Long Down
AT4G35420	Short Up–Down
AT4G37250	Short Up–Down
AT4G38730	Short Up
AT4G39640	Frequent
AT5G02540	Frequent
AT5G04190	Frequent
AT5G06839	Short Up
AT5G06980	Short Up–Long Down
AT5G07680	Short Up
AT5G09480	Short Up
AT5G10180	Short Up
AT5G10930	Short Up–Down
AT5G11520	Short Up
AT5G16110	Short Up–Down
AT5G18980	Short Up–Down
AT5G22390	Frequent
AT5G24570	Frequent
AT5G24800	Short Up–Down
AT5G25350	Frequent
AT5G27320	Short Up–Down
AT5G27690	Short Up
AT5G37790	Short Up
AT5G44400	Short Up–Down
AT5G44620	Short Up
AT5G47380	Frequent
AT5G49630	Short Up
AT5G49665	Short Up–Down
AT5G50760	Short Up
AT5G52900	Frequent
AT5G56210	Short Up
AT5G59080	Frequent
AT5G60200	Short Up
AT5G64220	Short Up
AT5G64770	Frequent
AT5G65200	Short Up–Down
AT5G65830	Short Up
AT5G67190	Frequent
ATCG00470	Short Up–Long Down
ATCG00480	Short Up–Long Down
AT1G01120	Frequent
AT1G01490	Frequent
AT1G02900	Short Up
AT1G06050	Frequent
AT1G06080	Frequent
AT1G08510	Frequent
AT1G10740	Short Up–Long Down
AT1G15210	Frequent
AT1G15380	Short Up
AT1G15830	Frequent
AT1G19900	Short Up–Long Down
AT1G21920	Frequent
AT1G29400	Short Up–Down
AT1G32530	Short Up
AT1G32790	Short Up
AT1G34260	Short Up–Down
AT1G36060	Short Up–Down
AT1G52140	Frequent
AT1G55915	Short Up
AT1G72300	Short Up
AT1G73670	Short Up
AT1G75100	Short Up–Long Down
AT1G76240	Frequent
AT1G76560	Frequent
AT2G01530	Short Up–Long Down
AT2G01850	Frequent
AT2G03730	Frequent
AT2G20180	Frequent
AT2G22540	Short Up–Long Down
AT2G22800	Frequent
AT2G22920	Frequent
AT2G22990	Frequent
AT2G25080	Short Up–Long Down
AT2G29290	Frequent
AT2G30210	Short Up
AT2G34510	Frequent
AT2G35680	Short Up–Long Down
AT2G35960	Frequent
AT2G36320	Frequent
AT2G38390	Short Up–Long Down
AT2G39010	Short Up–Long Down
AT2G41880	Short Up–Long Down
AT2G45980	Short Up
AT3G01670	Short Up
AT3G02860	Short Up
AT3G03990	Frequent
AT3G06390	Short Up–Long Down
AT3G11660	Short Up
AT3G11930	Frequent
AT3G14930	Frequent
AT3G16240	Short Up–Long Down
AT3G17040	Short Up
AT3G25190	Frequent
AT3G26890	Short Up–Down
AT3G27020	Short Up–Long Down
AT3G43230	Short Up–Down
AT3G44200	Short Up–Down
AT3G47295	Short Up–Long Down
AT3G47600	Short Up–Down
AT3G50830	Short Up–Long Down
AT3G50840	Frequent
AT3G52060	Frequent
AT3G55960	Short Up–Long Down
AT3G59060	Frequent
AT3G60390	Frequent
AT3G60440	Short Up–Down
AT3G60530	Frequent
AT4G02420	Short Up–Long Down
AT4G04630	Frequent
AT4G14630	Short Up–Down
AT4G15510	Short Up–Long Down
AT4G16890	Short Up
AT4G18480	Frequent
AT4G19380	Frequent
AT4G19860	Frequent
AT4G20070	Short Up–Long Down
AT4G24020	Frequent
AT4G27320	Short Up
AT4G30110	Short Up–Down
AT4G30610	Frequent
AT4G31140	Short Up
AT4G31380	Short Up–Down
AT4G32190	Short Up–Long Down
AT4G34350	Short Up
AT4G36730	Short Up–Long Down
AT4G37800	Short Up–Long Down
AT4G38840	Frequent
AT5G13180	Frequent
AT5G13760	Short Up–Down
AT5G14940	Short Up–Down
AT5G15830	Frequent
AT5G18650	Frequent
AT5G20270	Short Up
AT5G39080	Frequent
AT5G40380	Short Up–Long Down
AT5G40610	Short Up–Down
AT5G44380	Short Up–Down
AT5G47040	Short Up–Long Down
AT5G47370	Frequent
AT5G47550	Short Up
AT5G49440	Short Up–Long Down
AT5G53160	Frequent
AT5G58390	Short Up–Long Down
AT5G60840	Short Up
AT5G61270	Short Up–Long Down
AT5G62280	Frequent
AT5G67420	Frequent
AT5G67440	Short Up
AT3G52180	Long Up
AT5G53420	Long Up
AT3G45140	Long Up
AT1G11840	Long Up
AT2G04530	Long Up
AT4G12750	Long Up
AT5G48470	Long Up
AT1G24020	Long Up
AT1G31550	Short Down–Long Up
AT3G14900	Long Up
AT3G20440	Short Down–Long Up
AT5G08610	Long Up
AT1G10522	Long Up
AT1G17745	Short Down–Long Up
AT1G33970	Long Up
AT1G67660	Short Down–Long Up
AT1G69200	Long Up
AT3G16565	Short Down–Long Up
AT4G09020	Short Down–Long Up
AT4G14090	Long Up
AT4G15440	Short Down–Long Up
AT4G21380	Short Down–Long Up
AT4G39980	Long Up
AT1G48370	Long Up
AT1G52400	Long Up
AT2G32390	Long Up
AT2G37580	Short Down–Long Up
AT2G43530	Short Down–Long Up
AT3G24000	Short Down–Long Up
AT5G02190	Long Up
AT5G04895	Short Down–Long Up
AT5G41120	Long Up
AT5G67210	Long Up
AT1G35720	Long Up
AT1G61570	Long Up
AT1G76690	Long Up
AT2G18950	Long Up
AT2G19385	Long Up
AT3G05120	Long Up
AT3G08000	Long Up
AT3G10110	Long Up
AT3G17830	Long Up
AT3G55760	Long Up
AT3G56330	Long Up
AT5G08510	Long Up
AT5G14580	Long Up
AT5G41460	Long Up
AT5G42650	Long Up
AT5G47455	Long Up
AT5G60870	Long Up
AT1G09300	Long Up
AT1G14060	Long Up
AT1G22070	Long Up
AT1G24070	Long Up
AT1G52410	Long Up
AT1G59990	Long Up
AT1G69830	Long Up
AT2G02740	Short Down–Long Up
AT2G15690	Long Up
AT3G07860	Long Up
AT3G13150	Long Up
AT3G18420	Long Up
AT4G00620	Long Up
AT4G01037	Long Up
AT4G16750	Long Up
AT4G28590	Long Up
AT4G29400	Long Up
AT4G31210	Long Up
AT4G31810	Long Up
AT5G09840	Long Up
AT5G37570	Long Up
AT1G14820	Short Down–Long Up
AT1G23100	Long Up
AT1G25250	Short Down–Long Up
AT1G30960	Long Up
AT1G52590	Long Up
AT1G72040	Long Up
AT1G74950	Short Down–Long Up
AT2G21250	Long Up
AT2G21710	Long Up
AT2G22870	Long Up
AT2G31060	Long Up
AT2G31840	Long Up
AT2G37690	Long Up
AT2G43540	Long Up
AT2G43780	Long Up
AT3G10530	Long Up
AT3G11270	Long Up
AT3G18600	Long Up
AT3G21300	Long Up
AT3G44750	Long Up
AT3G48250	Long Up
AT3G61100	Long Up
AT4G00026	Long Up
AT4G15640	Long Up
AT4G21140	Long Up
AT4G26060	Long Up
AT4G33700	Long Up
AT4G34950	Short Down–Long Up
AT4G35630	Long Up
AT5G09270	Long Up
AT5G16930	Long Up
AT5G19470	Long Up
AT5G61030	Long Up
AT5G62370	Long Up
AT1G04945	Long Up
AT1G20630	Short Down–Long Up
AT1G24490	Long Up
AT1G26740	Long Up
AT1G29320	Long Up
AT1G52930	Long Up
AT1G67120	Long Up
AT2G17670	Long Up
AT2G31890	Long Up
AT2G35240	Long Up
AT3G03580	Long Up
AT3G03630	Long Up
AT3G04950	Long Up
AT3G07750	Long Up
AT3G10690	Long Up
AT3G15140	Long Up
AT3G16650	Long Up
AT3G19440	Long Up
AT3G22310	Long Up
AT3G22330	Long Up
AT3G28370	Short Down–Long Up
AT3G29320	Short Down–Long Up
AT3G49170	Long Up
AT3G49725	Long Up
AT4G04790	Long Up
AT4G25630	Short Down–Long Up
AT4G25730	Long Up
AT4G26670	Short Down–Long Up
AT4G27010	Long Up
AT4G28510	Long Up
AT4G30800	Long Up
AT5G02050	Long Up
AT5G02590	Long Up
AT5G27395	Long Up
AT5G39350	Long Up
AT5G40480	Long Up
AT5G55280	Long Up
AT5G55920	Long Up
AT1G02370	Long Up
AT1G02870	Long Up
AT1G06720	Long Up
AT1G09190	Long Up
AT1G13040	Long Up
AT1G14620	Long Up
AT1G18850	Long Up
AT1G32580	Long Up
AT1G47710	Long Up
AT1G48460	Long Up
AT1G48920	Long Up
AT1G52040	Short Down–Long Up
AT1G60640	Long Up
AT1G63660	Long Up
AT1G64600	Long Up
AT1G65080	Long Up
AT1G69210	Long Up
AT1G70890	Short Down–Long Up
AT1G71260	Long Up
AT1G76790	Short Down–Long Up
AT1G80480	Long Up
AT2G03670	Long Up
AT2G14860	Long Up
AT2G19670	Short Down–Long Up
AT2G20390	Long Up
AT2G20490	Long Up
AT2G20585	Long Up
AT2G27775	Long Up
AT2G29530	Long Up
AT2G34260	Long Up
AT2G37890	Long Up
AT2G42650	Long Up
AT2G44860	Long Up
AT3G06320	Long Up
AT3G13940	Long Up
AT3G15000	Long Up
AT3G16470	Long Up
AT3G16810	Long Up
AT3G18130	Short Down–Long Up
AT3G20330	Long Up
AT3G21740	Long Up
AT3G23020	Long Up
AT3G26830	Long Up
AT3G27880	Long Up
AT3G44320	Long Up
AT3G56070	Long Up
AT3G57940	Long Up
AT4G02930	Long Up
AT4G04670	Long Up
AT4G04750	Short Down–Long Up
AT4G04940	Long Up
AT4G14660	Long Up
AT4G15770	Long Up
AT4G16630	Long Up
AT4G40000	Short Down–Long Up
AT5G02940	Long Up
AT5G11240	Long Up
AT5G15750	Long Up
AT5G16040	Long Up
AT5G17700	Short Down–Long Up
AT5G23310	Long Up
AT5G26742	Long Up
AT5G36220	Long Up
AT5G38120	Long Up
AT5G48300	Long Up
AT5G50130	Long Up
AT5G50370	Long Up
AT5G51540	Long Up
