Gene1	Gene2	Correlation	Gene1_class	Gene2_class	Gene1_direction	Gene2_direction	Gene1_total	Gene2_total	Gene1_TF	Gene2_TF	Gene1_photoreceptor	Gene2_photoreceptor	Gene1_known	Gene2_known	interaction_type	same_class	same_direction	source	Gene1_label	Gene2_label	Gene1_tf_family	Gene2_tf_family
AT2G44730	AT4G22160	0.468663200746599	Short Down	Short–Long Down	Down	Down	3	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	Trihelix	NA
AT1G69780	AT1G72830	0.4682437682087994	Short–Long Down	Short Down	Down	Down	7	8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	TF, Short Down	HD-ZIP	NF-YA
AT2G26150	AT1G12060	0.46773686055988895	Short Up–Down	Short Up	Mixed	Up	15	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT3G51910	AT3G08970	0.4666718750871228	Short Up–Down	Short Up–Down	Mixed	Mixed	16	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT1G27370	AT2G20100	0.46613262719720416	Short Down	Short Down	Down	Down	5	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	SBP	NA
AT1G69690	AT5G15530	0.4652187454154144	Short Down	Short Down	Down	Down	4	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT5G37020	AT4G13540	0.4648752030582139	Short–Long Down	Short Down	Down	Down	6	5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	FALSE	TRUE	GENIE&WGCNA	Photoreceptor, Short–Long Down	Short Down	ARF	NA
AT1G01250	AT1G69910	0.46462341459522716	Short Down–Long Up	Short Down	Down	Down	7	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down	ERF	NA
AT2G26150	AT5G56010	0.464365855205563	Short Up–Down	Short Up–Down	Mixed	Mixed	15	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT5G60690	AT4G33400	0.46366861549811345	Short Down	Short Down	Down	Down	3	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT5G43270	AT3G06590	0.4636256237528079	Short Down	Short–Long Down	Down	Down	9	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	TF, Short–Long Down	SBP	bHLH
AT2G44730	AT2G36570	0.4617473109962318	Short Down	Short Down	Down	Down	3	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Trihelix	NA
AT2G35700	AT4G06744	0.4614603272311048	Short Down	Short Down–Long Up	Down	Down	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	ERF	NA
AT1G20640	AT1G67360	0.461288946343988	Short Up–Long Down	Short–Long Up	Up	Up	6	14	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up–Long Down	Short–Long Up	Nin-like	NA
AT2G26150	AT5G37670	0.4612089372052214	Short Up–Down	Short Up	Mixed	Up	15	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT5G37020	AT3G13520	0.46107860343368084	Short–Long Down	Short–Long Down	Down	Down	6	6	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short–Long Down	Short–Long Down	ARF	NA
AT3G51910	AT3G07090	0.46107767167910274	Short Up–Down	Short Up	Mixed	Up	16	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT3G61950	AT3G12860	0.46083109133051525	Short Down	Short Down–Long Up	Down	Down	11	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	bHLH	NA
AT2G26150	AT1G18330	0.46080017261733264	Short Up–Down	Short Up	Mixed	Up	15	8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	TF, Short Up	HSF	MYB_related
AT3G58120	AT1G33700	0.45985024984948647	Frequent	Short–Long Down	Down	Down	8	14	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Down	bZIP	NA
AT2G26150	AT3G07090	0.4593732947577171	Short Up–Down	Short Up	Mixed	Up	15	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT3G51910	AT2G19310	0.45870887052518694	Short Up–Down	Frequent	Mixed	Up	16	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT1G68130	AT1G27370	0.4584118096169803	Short Down	Short Down	Down	Down	10	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	TF, Short Down	C2H2	SBP
AT2G02820	AT5G61200	0.45714550359562234	Short Down	Short Down	Down	Down	5	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	MYB	NA
AT2G26150	AT5G64510	0.4563065886686562	Short Up–Down	Short Up–Down	Mixed	Mixed	15	16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT5G60690	AT5G60210	0.4562652619737139	Short Down	Short Down	Down	Down	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT2G46510	AT1G69370	0.45613366532286803	Short Up	Short Up–Long Down	Up	Up	9	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	bHLH	NA
AT2G46510	AT1G72520	0.4558668995157025	Short Up	Short Up	Up	Up	9	16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT5G60200	AT2G24762	0.45569423155077243	Short Down	Short Down	Down	Down	4	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
AT3G51910	AT1G55300	0.4547117227731132	Short Up–Down	Short Up–Long Down	Mixed	Up	16	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT1G14350	AT5G15580	0.45437014581287155	Short Down	Short–Long Down	Down	Down	5	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	MYB	NA
AT2G26150	AT2G19310	0.4541436993391774	Short Up–Down	Frequent	Mixed	Up	15	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT3G57800	AT5G24580	0.45361088408359507	Short Down	Short Down	Down	Down	4	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	bHLH	NA
AT1G28310	AT4G34760	0.45333763976755403	Short Down	Short–Long Down	Down	Down	4	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	Dof	NA
AT2G46510	AT1G76380	0.45304920026085704	Short Up	Short Up	Up	Up	9	5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT5G60200	AT5G15530	0.45273168545821896	Short Down	Short Down	Down	Down	4	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
AT4G27240	AT1G12320	0.4514876456205262	Short–Long Down	Short–Long Down	Down	Down	9	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	C2H2	NA
AT5G60690	AT4G21270	0.4512104776488371	Short Down	Short Down	Down	Down	3	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT3G51910	AT1G66080	0.45073680043477804	Short Up–Down	Short Up	Mixed	Up	16	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT1G69780	AT3G63000	0.45021033337754174	Short–Long Down	Short Down	Down	Down	7	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	HD-ZIP	NA
AT5G61420	AT3G55710	0.45016229829555654	Short Down	Short Down	Down	Down	4	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	MYB	NA
AT1G30330	AT4G33400	0.4494901243378164	Short Down	Short Down	Down	Down	3	7	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short Down	ARF	NA
AT4G27240	AT2G24762	0.4487775976290904	Short–Long Down	Short Down	Down	Down	9	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	C2H2	NA
AT2G26150	AT1G17870	0.4482954764654047	Short Up–Down	Frequent	Mixed	Up	15	17	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT3G51910	AT4G23570	0.44816158819268875	Short Up–Down	Short Up–Long Down	Mixed	Up	16	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT3G04670	AT2G28260	0.4474035470436755	Short–Long Down	Short Down	Down	Down	6	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	WRKY	NA
AT2G46590	AT2G34650	0.44736347994615566	Short Up	Short Down	Up	Down	5	5	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TF-photo	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Photoreceptor, Short Down	Dof	NA
AT2G26150	AT3G09350	0.4470527949290447	Short Up–Down	Short Up–Down	Mixed	Mixed	15	16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT1G14685	AT2G40820	0.4457405687009749	Short Down	Short Down	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	BBR-BPC	NA
AT1G68130	AT5G37020	0.445594971651241	Short Down	Short–Long Down	Down	Down	10	6	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TF-photo	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Photoreceptor, Short–Long Down	C2H2	ARF
AT2G42200	AT5G53880	0.4449787977580257	Frequent	Short Down	Up	Down	10	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Down	SBP	NA
AT5G23280	AT1G30330	0.4447975465638493	Short–Long Down	Short Down	Down	Down	5	3	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TF-photo	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Photoreceptor, Short Down	TCP	ARF
AT2G26150	AT3G25230	0.44478260166324746	Short Up–Down	Short Up–Down	Mixed	Mixed	15	13	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT1G30330	AT4G14310	0.4440724228362891	Short Down	Short Down	Down	Down	3	4	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short Down	ARF	NA
AT1G69780	AT1G20160	0.44360306293322055	Short–Long Down	Short Down	Down	Down	7	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	HD-ZIP	NA
AT4G27410	AT1G76380	0.4435312207167984	Short Up–Long Down	Short Up	Up	Up	7	5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up–Long Down	Short Up	NAC	NA
AT2G26150	AT5G03290	0.44283010187219063	Short Up–Down	Short Up	Mixed	Up	15	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT4G36990	AT3G10020	0.44262169522352024	Short Up–Down	Short Up–Long Down	Mixed	Up	15	18	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT4G36990	AT1G21550	0.44247367609818866	Short Up–Down	Short–Long Up	Mixed	Up	15	18	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short–Long Up	HSF	NA
AT2G46590	AT5G18460	0.4408581240613844	Short Up	Short Down	Up	Down	5	7	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Down	Dof	NA
AT3G51910	AT3G10020	0.4406688316317799	Short Up–Down	Short Up–Long Down	Mixed	Up	16	18	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT5G60690	AT2G44300	0.44059003275007264	Short Down	Short Down	Down	Down	3	16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT3G51910	AT3G24500	0.4391419452468448	Short Up–Down	Frequent	Mixed	Up	16	14	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT5G43270	AT2G21140	0.4390249419361955	Short Down	Short Down	Down	Down	9	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	SBP	NA
AT3G07340	AT3G30775	0.4383875586697678	Short–Long Down	Short Up–Down	Down	Mixed	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up–Down	bHLH	NA
AT4G11660	AT5G35320	0.4382022460573594	Short Up–Down	Short Up–Down	Mixed	Mixed	16	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT5G60690	AT5G52540	0.4380255036357946	Short Down	Short Up	Down	Up	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	HD-ZIP	NA
AT4G36990	AT5G47610	0.4371843399714094	Short Up–Down	Frequent	Mixed	Up	15	16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT4G17460	AT4G27730	0.4365576282478812	Short–Long Down	Short–Long Down	Down	Down	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	HD-ZIP	NA
AT2G35700	AT4G30020	0.43597835735157997	Short Down	Short Down	Down	Down	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	ERF	NA
AT1G30330	AT3G50100	0.4359331852322814	Short Down	Short Down	Down	Down	3	3	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short Down	ARF	NA
AT4G17460	AT4G18760	0.43561459666770813	Short–Long Down	Short Down	Down	Down	8	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	HD-ZIP	NA
AT4G34590	AT2G28110	0.4350353286336181	Short–Long Up	Short Down	Up	Down	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	bZIP	NA
AT4G38620	AT1G19940	0.43497699450904215	Short Down–Long Up	Short–Long Down	Down	Down	7	8	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short–Long Down	MYB	NA
AT5G65310	AT2G31110	0.4348814832350968	Short Down–Long Up	Short–Long Down	Down	Down	9	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short–Long Down	HD-ZIP	NA
AT5G60200	AT5G05790	0.43433016705972327	Short Down	Short Down	Down	Down	4	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	TF, Short Down	Dof	MYB
AT2G26150	AT4G15410	0.4337135053945833	Short Up–Down	Short Up	Mixed	Up	15	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT1G30330	AT3G12860	0.4336082650847207	Short Down	Short Down–Long Up	Down	Down	3	9	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	FALSE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short Down–Long Up	ARF	NA
AT1G69580	AT2G34650	0.4333274869297033	Short Down	Short Down	Down	Down	6	5	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TF-photo	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Photoreceptor, Short Down	G2-like	NA
AT3G07340	AT2G17550	0.4329714181665982	Short–Long Down	Short–Long Down	Down	Down	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT3G51910	AT3G25230	0.43273943960914246	Short Up–Down	Short Up–Down	Mixed	Mixed	16	13	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT2G26150	AT3G14200	0.43250672402098317	Short Up–Down	Short–Long Up	Mixed	Up	15	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short–Long Up	HSF	NA
AT5G43270	AT1G17745	0.4324409285780549	Short Down	Short–Long Up	Down	Up	9	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short–Long Up	SBP	NA
AT2G26150	AT1G72416	0.43216899352849975	Short Up–Down	Short Up	Mixed	Up	15	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT3G57800	AT3G13510	0.4319303402829642	Short Down	Short Down	Down	Down	4	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	bHLH	NA
AT2G46510	AT2G22010	0.4317980889264427	Short Up	Short Up	Up	Up	9	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT2G26150	AT5G46170	0.43134568864127854	Short Up–Down	Short Up	Mixed	Up	15	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT2G26150	AT5G52640	0.43132043806035025	Short Up–Down	Short Up–Down	Mixed	Mixed	15	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT5G60690	AT4G11680	0.4310459820931355	Short Down	Short–Long Up	Down	Up	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short–Long Up	HD-ZIP	NA
AT3G51910	AT4G39366	0.4310273255403255	Short Up–Down	Frequent	Mixed	Up	16	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT2G26150	AT5G56030	0.4308811557945015	Short Up–Down	Short Up–Down	Mixed	Mixed	15	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT3G57800	AT2G47160	0.4306563820293104	Short Down	Short–Long Down	Down	Down	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	bHLH	NA
AT5G60690	AT2G34840	0.43059906540703746	Short Down	Short Up	Down	Up	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	HD-ZIP	NA
AT2G26150	AT1G21550	0.4305724725912989	Short Up–Down	Short–Long Up	Mixed	Up	15	18	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short–Long Up	HSF	NA
AT1G69690	AT1G64390	0.430291873387622	Short Down	Short Down	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT2G46510	AT4G23060	0.43017418604962576	Short Up	Short Up	Up	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT3G51910	AT4G36990	0.4299612862773221	Short Up–Down	Short Up–Down	Mixed	Mixed	16	15	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	TF, Short Up–Down	HSF	HSF
AT1G69780	AT4G12310	0.4299418835306219	Short–Long Down	Short Down–Long Up	Down	Down	7	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down–Long Up	HD-ZIP	NA
AT2G44730	AT2G03450	0.4295619473163	Short Down	Short Down	Down	Down	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Trihelix	NA
AT2G22770	AT2G38760	0.42952375752323046	Short Up	Short Up–Down	Up	Mixed	10	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Up–Down	bHLH	NA
AT1G14685	AT3G56480	0.42806938588097143	Short Down	Short–Long Down	Down	Down	4	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	BBR-BPC	NA
AT3G07340	AT1G11000	0.4277623343983037	Short–Long Down	Short Up–Long Down	Down	Up	8	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up–Long Down	bHLH	NA
AT2G46510	AT1G11440	0.4267783663345518	Short Up	Short Up	Up	Up	9	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT1G69690	AT4G25260	0.4260103942351981	Short Down	Short Down	Down	Down	4	9	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT3G51910	AT1G21550	0.42558937683341075	Short Up–Down	Short–Long Up	Mixed	Up	16	18	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short–Long Up	HSF	NA
AT1G69690	AT4G29240	0.4254515488123403	Short Down	Short Down	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT1G28310	AT5G57130	0.42419912696966144	Short Down	Short Down	Down	Down	4	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
