Gene1	Gene2	Correlation	Gene1_class	Gene2_class	Gene1_direction	Gene2_direction	Gene1_total	Gene2_total	Gene1_TF	Gene2_TF	Gene1_photoreceptor	Gene2_photoreceptor	Gene1_known	Gene2_known	interaction_type	same_class	same_direction	source	Gene1_label	Gene2_label	Gene1_tf_family	Gene2_tf_family
AT5G05410	AT3G12050	0.38631671965056535	Short–Long Up	Short Up–Down	Up	Mixed	17	13	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Up–Down	ERF	NA
AT3G07340	AT1G20160	0.3861437857737772	Short–Long Down	Short Down	Down	Down	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	bHLH	NA
AT3G07340	AT1G30440	0.38606536593857815	Short–Long Down	Short–Long Down	Down	Down	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT1G69690	AT5G52540	0.38586349760132216	Short Down	Short Up	Down	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	TCP	NA
AT5G26170	AT3G50480	0.38532718731404103	Short Up	Short Up–Long Down	Up	Up	8	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT3G57800	AT2G45220	0.38529358248234047	Short Down	Short–Long Down	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	bHLH	NA
AT1G01250	AT1G24070	0.3850247386503171	Short Down–Long Up	Short–Long Up	Down	Up	7	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down–Long Up	Short–Long Up	ERF	NA
AT1G52150	AT5G39550	0.38498125704212033	Short Down	Short Down	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT1G72830	AT1G12000	0.3846824883870385	Short Down	Short Down	Down	Down	8	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	NF-YA	NA
AT5G04410	AT3G09350	0.38447056641116595	Short Up	Short Up–Down	Up	Mixed	8	16	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Up–Down	NAC	NA
AT5G26170	AT4G00700	0.38428365061203074	Short Up	Short Up	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT1G30330	AT1G65470	0.3842488184199882	Short Down	Short Down	Down	Down	3	3	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short Down	ARF	NA
AT5G65310	AT4G09810	0.38422709557780443	Short Down–Long Up	Short Up	Down	Up	9	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down–Long Up	Short Up	HD-ZIP	NA
AT5G23280	AT5G61340	0.38407436931958716	Short–Long Down	Short Down	Down	Down	5	12	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	TCP	NA
AT1G18330	AT2G19310	0.38355081405122987	Short Up	Frequent	Up	Up	8	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Frequent	MYB_related	NA
AT1G30330	AT5G45670	0.3833643273341756	Short Down	Short Up–Down	Down	Mixed	3	12	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	FALSE	FALSE	GENIE&WGCNA	Photoreceptor, Short Down	Short Up–Down	ARF	NA
AT3G61950	AT5G39550	0.38292286330428316	Short Down	Short Down	Down	Down	11	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	bHLH	NA
AT5G60200	AT5G54200	0.3827745690730272	Short Down	Short–Long Down	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	Dof	NA
AT5G60200	AT3G11210	0.3824040201077899	Short Down	Short Down	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
AT5G62020	AT1G55530	0.38150495767927306	Short Up–Long Down	Short Up–Long Down	Up	Up	10	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Long Down	Short Up–Long Down	HSF	NA
AT5G05410	AT2G20560	0.3811955599249744	Short–Long Up	Short Up–Down	Up	Mixed	17	17	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Up–Down	ERF	NA
AT3G07340	AT4G08950	0.3808748790285214	Short–Long Down	Frequent	Down	Down	8	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Frequent	bHLH	NA
AT2G26150	AT5G15450	0.38062164816793953	Short Up–Down	Short Up	Mixed	Up	15	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT3G07340	AT1G53050	0.3805105240791714	Short–Long Down	Short Down	Down	Down	8	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	bHLH	NA
AT5G60200	AT3G45160	0.38036893999523297	Short Down	Short–Long Down	Down	Down	4	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	Dof	NA
AT4G11660	AT4G17250	0.3802636924524726	Short Up–Down	Short Up	Mixed	Up	16	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT1G01260	AT5G14700	0.38022603259749616	Short Up	Short–Long Up	Up	Up	4	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	bHLH	NA
AT1G52150	AT5G48360	0.38002889077103635	Short Down	Short Down	Down	Down	4	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT4G36990	AT5G47120	0.3799020996130238	Short Up–Down	Short Up–Long Down	Mixed	Up	15	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT3G57800	AT4G35100	0.3782645457688439	Short Down	Short–Long Down	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	bHLH	NA
AT1G01260	AT5G06870	0.3781062848629421	Short Up	Frequent	Up	Down	4	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Frequent	bHLH	NA
AT3G51910	AT5G15450	0.3779987306925285	Short Up–Down	Short Up	Mixed	Up	16	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT3G51910	AT5G47610	0.37789933589275343	Short Up–Down	Frequent	Mixed	Up	16	16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT3G02990	AT4G09150	0.3776299470395624	Short Up	Short Up	Up	Up	5	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	HSF	NA
AT1G14685	AT1G10640	0.3771345256145622	Short Down	Short–Long Down	Down	Down	4	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	BBR-BPC	NA
AT3G51910	AT4G15410	0.3771188787451078	Short Up–Down	Short Up	Mixed	Up	16	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT3G02990	AT1G66510	0.3771172368068664	Short Up	Short Up	Up	Up	5	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	HSF	NA
AT1G69690	AT3G54400	0.3770554919268925	Short Down	Short–Long Down	Down	Down	4	14	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	TCP	NA
AT5G60200	AT1G50110	0.37642827026863696	Short Down	Short Down–Long Up	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	Dof	NA
AT1G69780	AT4G17670	0.3763902357093018	Short–Long Down	Short Up	Down	Up	7	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	HD-ZIP	NA
AT3G51910	AT2G41160	0.37619074997339724	Short Up–Down	Short Up	Mixed	Up	16	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT2G42200	AT1G04900	0.37604340730640967	Frequent	Short Down–Long Up	Up	Down	10	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Down–Long Up	SBP	NA
AT1G69780	AT1G24575	0.37516788713271076	Short–Long Down	Short–Long Up	Down	Up	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	HD-ZIP	NA
AT2G26150	AT3G63310	0.37499437047356343	Short Up–Down	Short Up	Mixed	Up	15	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT1G30330	AT5G48360	0.37489879334731074	Short Down	Short Down	Down	Down	3	6	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short Down	ARF	NA
AT5G05410	AT1G55530	0.3748106598581542	Short–Long Up	Short Up–Long Down	Up	Up	17	9	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up–Long Down	ERF	NA
AT1G05710	AT5G37300	0.3746686744307477	Short Up	Short Down	Up	Down	6	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Down	bHLH	NA
AT1G68130	AT2G37460	0.37458420095845896	Short Down	Short–Long Down	Down	Down	10	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	C2H2	NA
AT2G26150	AT5G12030	0.374571702294652	Short Up–Down	Short Up	Mixed	Up	15	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT1G01250	AT2G22900	0.37399604190397623	Short Down–Long Up	Short Down	Down	Down	7	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down	ERF	NA
AT1G30330	AT3G62630	0.3733303325844093	Short Down	Frequent	Down	Down	3	14	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	FALSE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Frequent	ARF	NA
AT3G07340	AT5G14390	0.37309900788996453	Short–Long Down	Short–Long Down	Down	Down	8	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT1G69780	AT1G29400	0.37277624611678106	Short–Long Down	Short–Long Down	Down	Down	7	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	HD-ZIP	NA
AT5G23280	AT4G23820	0.3727505453897374	Short–Long Down	Short–Long Down	Down	Down	5	8	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	TCP	NA
AT5G04410	AT1G21550	0.37260727684733286	Short Up	Short–Long Up	Up	Up	8	18	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	NAC	NA
AT1G28310	AT4G23840	0.37258889296064296	Short Down	Short Down	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
AT1G52150	AT4G39510	0.3725242700848352	Short Down	Short–Long Down	Down	Down	4	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	HD-ZIP	NA
AT1G49720	AT4G14230	0.37218504154884086	Short Up	Short–Long Up	Up	Up	10	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	bZIP	NA
AT4G34590	AT1G64390	0.37209524682424666	Short–Long Up	Short Down	Up	Down	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	bZIP	NA
AT4G37650	AT5G45100	0.37199611494552043	Short Down	Short–Long Down	Down	Down	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	GRAS	NA
AT3G07340	AT2G46330	0.3715159748580067	Short–Long Down	Short–Long Down	Down	Down	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT1G69690	AT2G45470	0.37133258419251713	Short Down	Short Down	Down	Down	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT5G61420	AT5G10020	0.37125322759918394	Short Down	Short Down	Down	Down	4	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	MYB	NA
AT1G69580	AT5G45100	0.3711937992956862	Short Down	Short–Long Down	Down	Down	6	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	G2-like	NA
AT5G65310	AT2G25220	0.3710857057275242	Short Down–Long Up	Short Down	Down	Down	9	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down	HD-ZIP	NA
AT5G37020	AT5G47550	0.37092455844208544	Short–Long Down	Short–Long Down	Down	Down	6	6	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short–Long Down	Short–Long Down	ARF	NA
AT5G04410	AT5G52640	0.3704732349416826	Short Up	Short Up–Down	Up	Mixed	8	15	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Up–Down	NAC	NA
AT1G52890	AT4G26080	0.37003127754168175	Short Up	Short Up	Up	Up	7	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	NAC	NA
AT1G69690	AT3G12860	0.36966555884256325	Short Down	Short Down–Long Up	Down	Down	4	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	TCP	NA
AT5G65310	AT5G58700	0.3692966336430243	Short Down–Long Up	Short Up	Down	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down–Long Up	Short Up	HD-ZIP	NA
AT5G65310	AT5G18460	0.369103159142324	Short Down–Long Up	Short Down	Down	Down	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down	HD-ZIP	NA
AT3G58120	AT4G23820	0.368882485660879	Frequent	Short–Long Down	Down	Down	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Down	bZIP	NA
AT5G04410	AT1G17870	0.3688606050854833	Short Up	Frequent	Up	Up	8	17	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Frequent	NAC	NA
AT3G58120	AT1G14460	0.36796676642374615	Frequent	Short–Long Down	Down	Down	8	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Down	bZIP	NA
AT3G61950	AT5G10240	0.36783979374590886	Short Down	Short Down–Long Up	Down	Down	11	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	bHLH	NA
AT5G65310	AT3G50340	0.36756427819509335	Short Down–Long Up	Short–Long Down	Down	Down	9	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short–Long Down	HD-ZIP	NA
AT1G30330	AT5G60710	0.36754351284850645	Short Down	Short Down	Down	Down	3	7	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short Down	ARF	NA
AT4G17230	AT1G72520	0.3675216320862974	Short Up	Short Up	Up	Up	16	16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	GRAS	NA
AT5G05410	AT2G19310	0.3674721857478443	Short–Long Up	Frequent	Up	Up	17	15	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Frequent	ERF	NA
AT5G60690	AT5G09220	0.36727708173090673	Short Down	Frequent	Down	Down	3	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Frequent	HD-ZIP	NA
AT5G61420	AT2G34150	0.3664995241758522	Short Down	Short Down	Down	Down	4	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	MYB	NA
AT4G36990	AT4G17250	0.3664493892717755	Short Up–Down	Short Up	Mixed	Up	15	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT1G69780	AT5G48360	0.3663618363696029	Short–Long Down	Short Down	Down	Down	7	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	HD-ZIP	NA
AT1G68130	AT3G63000	0.3663436984015688	Short Down	Short Down	Down	Down	10	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	C2H2	NA
AT3G07340	AT3G57790	0.36579609310405325	Short–Long Down	Short–Long Down	Down	Down	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT3G07340	AT5G15350	0.3655562398016973	Short–Long Down	Short–Long Down	Down	Down	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT2G46510	AT1G73080	0.36554078740078555	Short Up	Short Up	Up	Up	9	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT1G30330	AT3G03680	0.36529454429334146	Short Down	Short Down	Down	Down	3	5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	TRUE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short Down	ARF	NA
AT5G60690	AT5G27120	0.3651495832627634	Short Down	Short Down–Long Up	Down	Down	3	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	HD-ZIP	NA
AT5G26170	AT3G26210	0.3648147265775763	Short Up	Short Up–Long Down	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT2G26150	AT3G12580	0.364192981734614	Short Up–Down	Short Up–Down	Mixed	Mixed	15	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT4G34590	AT4G29240	0.36413226781010266	Short–Long Up	Short Down	Up	Down	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	bZIP	NA
AT5G60200	AT3G56620	0.3640572234068453	Short Down	Short Down	Down	Down	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
AT3G57800	AT1G65370	0.36379255168360297	Short Down	Short Down–Long Up	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	bHLH	NA
AT1G68130	AT1G69170	0.36350754451826567	Short Down	Short Down	Down	Down	10	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	TF, Short Down	C2H2	SBP
AT3G51910	AT5G12030	0.3633124028193518	Short Up–Down	Short Up	Mixed	Up	16	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT4G37650	AT1G31580	0.3632948744825429	Short Down	Short Up	Down	Up	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	GRAS	NA
AT1G69780	AT1G10730	0.3632812753386911	Short–Long Down	Short Up	Down	Up	7	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	HD-ZIP	NA
AT1G05710	AT5G63530	0.3631510115678973	Short Up	Short Down	Up	Down	6	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Down	bHLH	NA
AT3G07340	AT5G64410	0.3628796579975761	Short–Long Down	Short Up–Long Down	Down	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up–Long Down	bHLH	NA
AT3G51910	AT5G56030	0.36275846599176476	Short Up–Down	Short Up–Down	Mixed	Mixed	16	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT1G69580	AT3G51320	0.36244306953810823	Short Down	Short Down–Long Up	Down	Down	6	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	G2-like	NA
AT3G06590	AT5G45100	0.36226976992348925	Short–Long Down	Short–Long Down	Down	Down	5	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT2G46510	AT2G01450	0.36204944316447774	Short Up	Short Up	Up	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT3G07340	AT1G09390	0.3618621046464114	Short–Long Down	Short–Long Down	Down	Down	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT2G26150	AT1G70300	0.3613765190590543	Short Up–Down	Short Up	Mixed	Up	15	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT3G07340	AT1G27190	0.3607852038199502	Short–Long Down	Short–Long Down	Down	Down	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT3G07340	AT5G24800	0.3605325995348741	Short–Long Down	Short–Long Down	Down	Down	8	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	TF, Short–Long Down	bHLH	bZIP
